"SAEMP25N Total Full-Time and Part-Time Employment by NAICS Industry 1/"
"(Number of jobs)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2018"
"48000","Texas","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",2755
"48000","Texas","1200","      Professional, scientific, and technical services",1208630
"48000","Texas","1300","      Management of companies and enterprises",202759
"48000","Texas","1400","      Administrative and support and waste management and remediation services",1170655
"48000","Texas","1401","        Administrative and support services",1131669
"48000","Texas","1402","        Waste management and remediation services",38986
"48000","Texas","1500","      Educational services",279491
"48000","Texas","1600","      Health care and social assistance",1698315
"48000","Texas","1601","        Ambulatory health care services",871518
"48000","Texas","1602","        Hospitals",334746
"48000","Texas","1603","        Nursing and residential care facilities",198921
"48000","Texas","1604","        Social assistance",293130
"48000","Texas","1700","      Arts, entertainment, and recreation",304430
"48000","Texas","1701","        Performing arts, spectator sports, and related industries",162721
"48000","Texas","1702","        Museums, historical sites, and similar institutions",11447
"48000","Texas","1703","        Amusement, gambling, and recreation industries",130262
"48000","Texas","1800","      Accommodation and food services",1344174
"48000","Texas","1801","        Accommodation",152685
"48000","Texas","1802","        Food services and drinking places",1191489
"48000","Texas","1900","      Other services (except government and government enterprises)",1005377
"48000","Texas","1901","        Repair and maintenance",237757
"48000","Texas","1902","        Personal and laundry services",367271
"48000","Texas","1903","        Religious, grantmaking, civic, professional, and similar organizations",265314
"48000","Texas","1904","        Private households",135035
"48000","Texas","2000","    Government and government enterprises",2075647
"48000","Texas","2001","      Federal civilian",201971
"48000","Texas","2002","      Military",172583
"48000","Texas","2010","      State and local",1701093
"48000","Texas","2011","        State government",376571
"48000","Texas","2012","        Local government",1324522
"49000","Utah","","Employment by place of work",""
"49000","Utah","10","Total employment (number of jobs)",2060938
"49000","Utah","","By type",""
"49000","Utah","20","  Wage and salary employment",1576106
"49000","Utah","40","  Proprietors employment",484832
"49000","Utah","50","    Farm proprietors employment",16196
"49000","Utah","60","    Nonfarm proprietors employment 2/",468636
"49000","Utah","","By industry",""
"49000","Utah","70","  Farm employment",21165
"49000","Utah","80","  Nonfarm employment",2039773
"49000","Utah","90","    Private nonfarm employment",1780960
"49000","Utah","100","      Forestry, fishing, and related activities",4196
"49000","Utah","101","        Forestry and logging","(D)"
"49000","Utah","102","        Fishing, hunting and trapping","(D)"
"49000","Utah","103","        Support activities for agriculture and forestry",3202
"49000","Utah","200","      Mining, quarrying, and oil and gas extraction",14460
"49000","Utah","201","        Oil and gas extraction",3535
"49000","Utah","202","        Mining (except oil and gas)",6804
"49000","Utah","203","        Support activities for mining",4121
"49000","Utah","300","      Utilities",4988
"49000","Utah","400","      Construction",133414
"49000","Utah","401","        Construction of buildings",27621
"49000","Utah","402","        Heavy and civil engineering construction",12532
"49000","Utah","403","        Specialty trade contractors",93261
"49000","Utah","500","      Manufacturing",143461
"49000","Utah","510","        Durable goods manufacturing",94428
"49000","Utah","511","          Wood product manufacturing",3460
"49000","Utah","512","          Nonmetallic mineral product manufacturing",5841
"49000","Utah","513","          Primary metal manufacturing",3985
"49000","Utah","514","          Fabricated metal product manufacturing",15290
"49000","Utah","515","          Machinery manufacturing",6744
"49000","Utah","516","          Computer and electronic product manufacturing",13433
"49000","Utah","517","          Electrical equipment, appliance, and component manufacturing",2350
"49000","Utah","518","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)"
"49000","Utah","519","          Other transportation equipment manufacturing","(D)"
"49000","Utah","521","          Furniture and related product manufacturing",6542
"49000","Utah","522","          Miscellaneous manufacturing",22116
"49000","Utah","530","        Nondurable goods manufacturing",49033
"49000","Utah","531","          Food manufacturing",18413
"49000","Utah","532","          Beverage and tobacco product manufacturing",1070
"49000","Utah","533","          Textile mills",594
"49000","Utah","534","          Textile product mills",996
"49000","Utah","535","          Apparel manufacturing",1287
"49000","Utah","536","          Leather and allied product manufacturing",452
"49000","Utah","537","          Paper manufacturing",2625
"49000","Utah","538","          Printing and related support activities",5564
"49000","Utah","539","          Petroleum and coal products manufacturing",1686
"49000","Utah","541","          Chemical manufacturing",9730
"49000","Utah","542","          Plastics and rubber products manufacturing",6616
"49000","Utah","600","      Wholesale trade",56739
"49000","Utah","700","      Retail trade",216210
"49000","Utah","701","        Motor vehicle and parts dealers",25570
"49000","Utah","702","        Furniture and home furnishings stores",7398
"49000","Utah","703","        Electronics and appliance stores",5078
"49000","Utah","704","        Building material and garden equipment and supplies dealers",14233
"49000","Utah","705","        Food and beverage stores",26499
"49000","Utah","706","        Health and personal care stores",10629
"49000","Utah","707","        Gasoline stations",10303
"49000","Utah","708","        Clothing and clothing accessories stores",14963
"49000","Utah","709","        Sporting goods, hobby, musical instrument, and book stores",11707
"49000","Utah","711","        General merchandise stores",30751
"49000","Utah","712","        Miscellaneous store retailers",15736
"49000","Utah","713","        Nonstore retailers",43343
"49000","Utah","800","      Transportation and warehousing",83459
"49000","Utah","801","        Air transportation",7557
"49000","Utah","802","        Rail transportation",1473
"49000","Utah","803","        Water transportation","(D)"
"49000","Utah","804","        Truck transportation",28136
"49000","Utah","805","        Transit and ground passenger transportation",12948
"49000","Utah","806","        Pipeline transportation",282
"49000","Utah","807","        Scenic and sightseeing transportation","(D)"
"49000","Utah","808","        Support activities for transportation",6043
"49000","Utah","809","        Couriers and messengers",11803
"49000","Utah","811","        Warehousing and storage",14692
"49000","Utah","900","      Information",44328
"49000","Utah","901","        Publishing industries (except Internet)",15017
"49000","Utah","902","        Motion picture and sound recording industries",6628
"49000","Utah","903","        Broadcasting (except Internet)",2764
"49000","Utah","904","        Internet publishing and broadcasting 3/","(NA)"
"49000","Utah","905","        Telecommunications",8788
"49000","Utah","906","        Data processing, hosting, and related services",6799
"49000","Utah","907","        Other information services 3/",4332
"49000","Utah","1000","      Finance and insurance",131661
"49000","Utah","1001","        Monetary Authorities-central bank","(D)"
"49000","Utah","1002","        Credit intermediation and related activities",43412
"49000","Utah","1003","        Securities, commodity contracts, and other financial investments and related activities",49934
"49000","Utah","1004","        Insurance carriers and related activities",29475
"49000","Utah","1005","        Funds, trusts, and other financial vehicles","(D)"
"49000","Utah","1100","      Real estate and rental and leasing",117678
"49000","Utah","1101","        Real estate",107747
"49000","Utah","1102","        Rental and leasing services",9620
"49000","Utah","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",311
"49000","Utah","1200","      Professional, scientific, and technical services",159186
"49000","Utah","1300","      Management of companies and enterprises",29408
"49000","Utah","1400","      Administrative and support and waste management and remediation services",116220
"49000","Utah","1401","        Administrative and support services",112806
"49000","Utah","1402","        Waste management and remediation services",3414
"49000","Utah","1500","      Educational services",67926
"49000","Utah","1600","      Health care and social assistance",172715
"49000","Utah","1601","        Ambulatory health care services",73969
"49000","Utah","1602","        Hospitals",38067
"49000","Utah","1603","        Nursing and residential care facilities",29482
"49000","Utah","1604","        Social assistance",31197
"49000","Utah","1700","      Arts, entertainment, and recreation",47952
"49000","Utah","1701","        Performing arts, spectator sports, and related industries",25221
"49000","Utah","1702","        Museums, historical sites, and similar institutions",1445
"49000","Utah","1703","        Amusement, gambling, and recreation industries",21286
"49000","Utah","1800","      Accommodation and food services",133541
"49000","Utah","1801","        Accommodation",24208
"49000","Utah","1802","        Food services and drinking places",109333
"49000","Utah","1900","      Other services (except government and government enterprises)",103418
"49000","Utah","1901","        Repair and maintenance",25311
"49000","Utah","1902","        Personal and laundry services",37888
"49000","Utah","1903","        Religious, grantmaking, civic, professional, and similar organizations",30632
"49000","Utah","1904","        Private households",9587
"49000","Utah","2000","    Government and government enterprises",258813
"49000","Utah","2001","      Federal civilian",36138
"49000","Utah","2002","      Military",16329
"49000","Utah","2010","      State and local",206346
"49000","Utah","2011","        State government",78732
"49000","Utah","2012","        Local government",127614
"50000","Vermont","","Employment by place of work",""
"50000","Vermont","10","Total employment (number of jobs)",440670
"50000","Vermont","","By type",""
"50000","Vermont","20","  Wage and salary employment",329256
"50000","Vermont","40","  Proprietors employment",111414
"50000","Vermont","50","    Farm proprietors employment",6461
"50000","Vermont","60","    Nonfarm proprietors employment 2/",104953
"50000","Vermont","","By industry",""
"50000","Vermont","70","  Farm employment",9320
"50000","Vermont","80","  Nonfarm employment",431350
"50000","Vermont","90","    Private nonfarm employment",373699
"50000","Vermont","100","      Forestry, fishing, and related activities",3402
"50000","Vermont","101","        Forestry and logging",1296
"50000","Vermont","102","        Fishing, hunting and trapping",93
"50000","Vermont","103","        Support activities for agriculture and forestry",2013
"50000","Vermont","200","      Mining, quarrying, and oil and gas extraction",1316
"50000","Vermont","201","        Oil and gas extraction",221
"50000","Vermont","202","        Mining (except oil and gas)","(D)"
"50000","Vermont","203","        Support activities for mining","(D)"
"50000","Vermont","300","      Utilities",1449
"50000","Vermont","400","      Construction",28927
"50000","Vermont","401","        Construction of buildings",7288
"50000","Vermont","402","        Heavy and civil engineering construction",2046
"50000","Vermont","403","        Specialty trade contractors",19593
"50000","Vermont","500","      Manufacturing",34162
"50000","Vermont","510","        Durable goods manufacturing",20814
"50000","Vermont","511","          Wood product manufacturing",2081
"50000","Vermont","512","          Nonmetallic mineral product manufacturing",1868
"50000","Vermont","513","          Primary metal manufacturing","(D)"
"50000","Vermont","514","          Fabricated metal product manufacturing",2122
"50000","Vermont","515","          Machinery manufacturing",2929
"50000","Vermont","516","          Computer and electronic product manufacturing",4711
"50000","Vermont","517","          Electrical equipment, appliance, and component manufacturing",1230
"50000","Vermont","518","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)"
"50000","Vermont","519","          Other transportation equipment manufacturing",1368
"50000","Vermont","521","          Furniture and related product manufacturing",1592
"50000","Vermont","522","          Miscellaneous manufacturing",2252
"50000","Vermont","530","        Nondurable goods manufacturing",13348
"50000","Vermont","531","          Food manufacturing",6584
"50000","Vermont","532","          Beverage and tobacco product manufacturing",1116
"50000","Vermont","533","          Textile mills",165
"50000","Vermont","534","          Textile product mills","(D)"
"50000","Vermont","535","          Apparel manufacturing",540
"50000","Vermont","536","          Leather and allied product manufacturing","(D)"
"50000","Vermont","537","          Paper manufacturing",721
"50000","Vermont","538","          Printing and related support activities",1226
"50000","Vermont","539","          Petroleum and coal products manufacturing",74
"50000","Vermont","541","          Chemical manufacturing",1493
"50000","Vermont","542","          Plastics and rubber products manufacturing",1221
"50000","Vermont","600","      Wholesale trade",10380
"50000","Vermont","700","      Retail trade",46754
"50000","Vermont","701","        Motor vehicle and parts dealers",5806
"50000","Vermont","702","        Furniture and home furnishings stores",1105
"50000","Vermont","703","        Electronics and appliance stores",685
"50000","Vermont","704","        Building material and garden equipment and supplies dealers",3712
"50000","Vermont","705","        Food and beverage stores",10433
"50000","Vermont","706","        Health and personal care stores",2108
"50000","Vermont","707","        Gasoline stations",3997
"50000","Vermont","708","        Clothing and clothing accessories stores",2510
"50000","Vermont","709","        Sporting goods, hobby, musical instrument, and book stores",2407
"50000","Vermont","711","        General merchandise stores",3435
"50000","Vermont","712","        Miscellaneous store retailers",4786
"50000","Vermont","713","        Nonstore retailers",5770
"50000","Vermont","800","      Transportation and warehousing",10699
"50000","Vermont","801","        Air transportation",179
"50000","Vermont","802","        Rail transportation",169
"50000","Vermont","803","        Water transportation","(D)"
"50000","Vermont","804","        Truck transportation",3042
"50000","Vermont","805","        Transit and ground passenger transportation",2432
"50000","Vermont","806","        Pipeline transportation","(D)"
"50000","Vermont","807","        Scenic and sightseeing transportation","(D)"
"50000","Vermont","808","        Support activities for transportation",597
"50000","Vermont","809","        Couriers and messengers",1815
"50000","Vermont","811","        Warehousing and storage",2248
"50000","Vermont","900","      Information",5913
"50000","Vermont","901","        Publishing industries (except Internet)",2459
"50000","Vermont","902","        Motion picture and sound recording industries",585
"50000","Vermont","903","        Broadcasting (except Internet)",758
"50000","Vermont","904","        Internet publishing and broadcasting 3/","(NA)"
"50000","Vermont","905","        Telecommunications",1112
"50000","Vermont","906","        Data processing, hosting, and related services",467
"50000","Vermont","907","        Other information services 3/",532
"50000","Vermont","1000","      Finance and insurance",14071
"50000","Vermont","1001","        Monetary Authorities-central bank",0
"50000","Vermont","1002","        Credit intermediation and related activities",4375
"50000","Vermont","1003","        Securities, commodity contracts, and other financial investments and related activities",4208
"50000","Vermont","1004","        Insurance carriers and related activities",5140
"50000","Vermont","1005","        Funds, trusts, and other financial vehicles",348
"50000","Vermont","1100","      Real estate and rental and leasing",16418
"50000","Vermont","1101","        Real estate",15117
"50000","Vermont","1102","        Rental and leasing services",1285
"50000","Vermont","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",16
"50000","Vermont","1200","      Professional, scientific, and technical services",27795
"50000","Vermont","1300","      Management of companies and enterprises",2347
"50000","Vermont","1400","      Administrative and support and waste management and remediation services",19373
"50000","Vermont","1401","        Administrative and support services",18138
"50000","Vermont","1402","        Waste management and remediation services",1235
"50000","Vermont","1500","      Educational services",19479
"50000","Vermont","1600","      Health care and social assistance",59988
"50000","Vermont","1601","        Ambulatory health care services",21796
"50000","Vermont","1602","        Hospitals",14655
"50000","Vermont","1603","        Nursing and residential care facilities",7608
"50000","Vermont","1604","        Social assistance",15929
"50000","Vermont","1700","      Arts, entertainment, and recreation",12473
"50000","Vermont","1701","        Performing arts, spectator sports, and related industries",7874
"50000","Vermont","1702","        Museums, historical sites, and similar institutions",573
"50000","Vermont","1703","        Amusement, gambling, and recreation industries",4026
"50000","Vermont","1800","      Accommodation and food services",36535
"50000","Vermont","1801","        Accommodation",13793
"50000","Vermont","1802","        Food services and drinking places",22742
"50000","Vermont","1900","      Other services (except government and government enterprises)",22218
"50000","Vermont","1901","        Repair and maintenance",5808
"50000","Vermont","1902","        Personal and laundry services",6677
"50000","Vermont","1903","        Religious, grantmaking, civic, professional, and similar organizations",6189
"50000","Vermont","1904","        Private households",3544
"50000","Vermont","2000","    Government and government enterprises",57651
"50000","Vermont","2001","      Federal civilian",7025
"50000","Vermont","2002","      Military",3940
"50000","Vermont","2010","      State and local",46686
"50000","Vermont","2011","        State government",16809
"50000","Vermont","2012","        Local government",29877
"51000","Virginia","","Employment by place of work",""
"51000","Virginia","10","Total employment (number of jobs)",5325308
"51000","Virginia","","By type",""
"51000","Virginia","20","  Wage and salary employment",4200479
"51000","Virginia","40","  Proprietors employment",1124829
"51000","Virginia","50","    Farm proprietors employment",37456
"51000","Virginia","60","    Nonfarm proprietors employment 2/",1087373
"51000","Virginia","","By industry",""
"51000","Virginia","70","  Farm employment",49861
"51000","Virginia","80","  Nonfarm employment",5275447
"51000","Virginia","90","    Private nonfarm employment",4389711
"51000","Virginia","100","      Forestry, fishing, and related activities",14323
"51000","Virginia","101","        Forestry and logging",3796
"51000","Virginia","102","        Fishing, hunting and trapping",2099
"51000","Virginia","103","        Support activities for agriculture and forestry",8428
"51000","Virginia","200","      Mining, quarrying, and oil and gas extraction",11407
"51000","Virginia","201","        Oil and gas extraction",3985
"51000","Virginia","202","        Mining (except oil and gas)",6211
"51000","Virginia","203","        Support activities for mining",1211
"51000","Virginia","300","      Utilities",11410
"51000","Virginia","400","      Construction",292561
"51000","Virginia","401","        Construction of buildings",61923
"51000","Virginia","402","        Heavy and civil engineering construction",36017
"51000","Virginia","403","        Specialty trade contractors",194621
"51000","Virginia","500","      Manufacturing",255217
"51000","Virginia","510","        Durable goods manufacturing",149205
"51000","Virginia","511","          Wood product manufacturing",15218
"51000","Virginia","512","          Nonmetallic mineral product manufacturing",9637
"51000","Virginia","513","          Primary metal manufacturing",4000
"51000","Virginia","514","          Fabricated metal product manufacturing",18730
"51000","Virginia","515","          Machinery manufacturing",15215
"51000","Virginia","516","          Computer and electronic product manufacturing",12749
"51000","Virginia","517","          Electrical equipment, appliance, and component manufacturing",8481
"51000","Virginia","518","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)"
"51000","Virginia","519","          Other transportation equipment manufacturing","(D)"
"51000","Virginia","521","          Furniture and related product manufacturing",10554
"51000","Virginia","522","          Miscellaneous manufacturing",11040
"51000","Virginia","530","        Nondurable goods manufacturing",106012
"51000","Virginia","531","          Food manufacturing",33320
"51000","Virginia","532","          Beverage and tobacco product manufacturing",11101
"51000","Virginia","533","          Textile mills",3612
"51000","Virginia","534","          Textile product mills",3248
"51000","Virginia","535","          Apparel manufacturing",2118
"51000","Virginia","536","          Leather and allied product manufacturing",413
"51000","Virginia","537","          Paper manufacturing",8162
"51000","Virginia","538","          Printing and related support activities",11104
"51000","Virginia","539","          Petroleum and coal products manufacturing",606
"51000","Virginia","541","          Chemical manufacturing",15789
"51000","Virginia","542","          Plastics and rubber products manufacturing",16539
"51000","Virginia","600","      Wholesale trade",121419
"51000","Virginia","700","      Retail trade",499888
"51000","Virginia","701","        Motor vehicle and parts dealers",59690
"51000","Virginia","702","        Furniture and home furnishings stores",14590
"51000","Virginia","703","        Electronics and appliance stores",12647
"51000","Virginia","704","        Building material and garden equipment and supplies dealers",34588
"51000","Virginia","705","        Food and beverage stores",83385
"51000","Virginia","706","        Health and personal care stores",28915
"51000","Virginia","707","        Gasoline stations",29695
"51000","Virginia","708","        Clothing and clothing accessories stores",38014
"51000","Virginia","709","        Sporting goods, hobby, musical instrument, and book stores",19720
"51000","Virginia","711","        General merchandise stores",86872
"51000","Virginia","712","        Miscellaneous store retailers",39916
"51000","Virginia","713","        Nonstore retailers",51856
"51000","Virginia","800","      Transportation and warehousing",228349
"51000","Virginia","801","        Air transportation",15131
"51000","Virginia","802","        Rail transportation","(D)"
"51000","Virginia","803","        Water transportation",1291
"51000","Virginia","804","        Truck transportation",44569
"51000","Virginia","805","        Transit and ground passenger transportation",72682
"51000","Virginia","806","        Pipeline transportation",516
"51000","Virginia","807","        Scenic and sightseeing transportation",978
"51000","Virginia","808","        Support activities for transportation",20817
"51000","Virginia","809","        Couriers and messengers","(D)"
"51000","Virginia","811","        Warehousing and storage",36564
"51000","Virginia","900","      Information",84478
"51000","Virginia","901","        Publishing industries (except Internet)",19101
"51000","Virginia","902","        Motion picture and sound recording industries",7988
"51000","Virginia","903","        Broadcasting (except Internet)",9308
"51000","Virginia","904","        Internet publishing and broadcasting 3/","(NA)"
"51000","Virginia","905","        Telecommunications",28926
"51000","Virginia","906","        Data processing, hosting, and related services",13674
"51000","Virginia","907","        Other information services 3/",5481
"51000","Virginia","1000","      Finance and insurance",227252
"51000","Virginia","1001","        Monetary Authorities-central bank","(D)"
"51000","Virginia","1002","        Credit intermediation and related activities",77282
"51000","Virginia","1003","        Securities, commodity contracts, and other financial investments and related activities",68214
"51000","Virginia","1004","        Insurance carriers and related activities",73586
"51000","Virginia","1005","        Funds, trusts, and other financial vehicles","(D)"
"51000","Virginia","1100","      Real estate and rental and leasing",240773
"51000","Virginia","1101","        Real estate",224936
"51000","Virginia","1102","        Rental and leasing services",15447
"51000","Virginia","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",390
"51000","Virginia","1200","      Professional, scientific, and technical services",572803
"51000","Virginia","1300","      Management of companies and enterprises",80830
"51000","Virginia","1400","      Administrative and support and waste management and remediation services",321380
"51000","Virginia","1401","        Administrative and support services",311766
"51000","Virginia","1402","        Waste management and remediation services",9614
"51000","Virginia","1500","      Educational services",110758
"51000","Virginia","1600","      Health care and social assistance",508090
"51000","Virginia","1601","        Ambulatory health care services",221289
"51000","Virginia","1602","        Hospitals",104311
"51000","Virginia","1603","        Nursing and residential care facilities",82126
"51000","Virginia","1604","        Social assistance",100364
"51000","Virginia","1700","      Arts, entertainment, and recreation",114580
"51000","Virginia","1701","        Performing arts, spectator sports, and related industries",57161
"51000","Virginia","1702","        Museums, historical sites, and similar institutions",5125
"51000","Virginia","1703","        Amusement, gambling, and recreation industries",52294
"51000","Virginia","1800","      Accommodation and food services",380982
"51000","Virginia","1801","        Accommodation",53997
"51000","Virginia","1802","        Food services and drinking places",326985
"51000","Virginia","1900","      Other services (except government and government enterprises)",313211
"51000","Virginia","1901","        Repair and maintenance",57923
"51000","Virginia","1902","        Personal and laundry services",110969
"51000","Virginia","1903","        Religious, grantmaking, civic, professional, and similar organizations",108079
"51000","Virginia","1904","        Private households",36240
"51000","Virginia","2000","    Government and government enterprises",885736
"51000","Virginia","2001","      Federal civilian",199276
"51000","Virginia","2002","      Military",136468
"51000","Virginia","2010","      State and local",549992
"51000","Virginia","2011","        State government",166587
"51000","Virginia","2012","        Local government",383405
"53000","Washington","","Employment by place of work",""
"53000","Washington","10","Total employment (number of jobs)",4560332
"53000","Washington","","By type",""
"53000","Washington","20","  Wage and salary employment",3612972
"53000","Washington","40","  Proprietors employment",947360
"53000","Washington","50","    Farm proprietors employment",31336
"53000","Washington","60","    Nonfarm proprietors employment 2/",916024
"53000","Washington","","By industry",""
"53000","Washington","70","  Farm employment",84924
"53000","Washington","80","  Nonfarm employment",4475408
"53000","Washington","90","    Private nonfarm employment",3818885
"53000","Washington","100","      Forestry, fishing, and related activities",44225
"53000","Washington","101","        Forestry and logging",6135
"53000","Washington","102","        Fishing, hunting and trapping",5854
"53000","Washington","103","        Support activities for agriculture and forestry",32236
"53000","Washington","200","      Mining, quarrying, and oil and gas extraction",8616
"53000","Washington","201","        Oil and gas extraction","(D)"
"53000","Washington","202","        Mining (except oil and gas)",4448
"53000","Washington","203","        Support activities for mining","(D)"
"53000","Washington","300","      Utilities",5595
"53000","Washington","400","      Construction",273299
"53000","Washington","401","        Construction of buildings",70958
"53000","Washington","402","        Heavy and civil engineering construction",24693
"53000","Washington","403","        Specialty trade contractors",177648
"53000","Washington","500","      Manufacturing",309746
"53000","Washington","510","        Durable goods manufacturing",216355
"53000","Washington","511","          Wood product manufacturing",14432
"53000","Washington","512","          Nonmetallic mineral product manufacturing",10801
"53000","Washington","513","          Primary metal manufacturing",5361
"53000","Washington","514","          Fabricated metal product manufacturing",22414
"53000","Washington","515","          Machinery manufacturing",17113
"53000","Washington","516","          Computer and electronic product manufacturing",20479
"53000","Washington","517","          Electrical equipment, appliance, and component manufacturing",5950
"53000","Washington","518","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)"
"53000","Washington","519","          Other transportation equipment manufacturing","(D)"
"53000","Washington","521","          Furniture and related product manufacturing",7654
"53000","Washington","522","          Miscellaneous manufacturing",16865
"53000","Washington","530","        Nondurable goods manufacturing",93391
"53000","Washington","531","          Food manufacturing",41119
"53000","Washington","532","          Beverage and tobacco product manufacturing",11433
"53000","Washington","533","          Textile mills",561
"53000","Washington","534","          Textile product mills",2263
"53000","Washington","535","          Apparel manufacturing",2898
"53000","Washington","536","          Leather and allied product manufacturing",567
"53000","Washington","537","          Paper manufacturing",7641
"53000","Washington","538","          Printing and related support activities",6575
"53000","Washington","539","          Petroleum and coal products manufacturing",3035
"53000","Washington","541","          Chemical manufacturing",8136
"53000","Washington","542","          Plastics and rubber products manufacturing",9163
"53000","Washington","600","      Wholesale trade",144124
"53000","Washington","700","      Retail trade",466804
"53000","Washington","701","        Motor vehicle and parts dealers",48392
"53000","Washington","702","        Furniture and home furnishings stores",11437
"53000","Washington","703","        Electronics and appliance stores",11260
"53000","Washington","704","        Building material and garden equipment and supplies dealers",33046
"53000","Washington","705","        Food and beverage stores",70525
"53000","Washington","706","        Health and personal care stores",20620
"53000","Washington","707","        Gasoline stations",14582
"53000","Washington","708","        Clothing and clothing accessories stores",28471
"53000","Washington","709","        Sporting goods, hobby, musical instrument, and book stores",20357
"53000","Washington","711","        General merchandise stores",73189
"53000","Washington","712","        Miscellaneous store retailers",44954
"53000","Washington","713","        Nonstore retailers",89971
"53000","Washington","800","      Transportation and warehousing",201249
"53000","Washington","801","        Air transportation",16776
"53000","Washington","802","        Rail transportation","(D)"
"53000","Washington","803","        Water transportation",3864
"53000","Washington","804","        Truck transportation",40520
"53000","Washington","805","        Transit and ground passenger transportation",50612
"53000","Washington","806","        Pipeline transportation",317
"53000","Washington","807","        Scenic and sightseeing transportation",1578
"53000","Washington","808","        Support activities for transportation",23765
"53000","Washington","809","        Couriers and messengers","(D)"
"53000","Washington","811","        Warehousing and storage",24039
"53000","Washington","900","      Information",147463
"53000","Washington","901","        Publishing industries (except Internet)",75616
"53000","Washington","902","        Motion picture and sound recording industries",8506
"53000","Washington","903","        Broadcasting (except Internet)",4543
"53000","Washington","904","        Internet publishing and broadcasting 3/","(NA)"
"53000","Washington","905","        Telecommunications",23484
"53000","Washington","906","        Data processing, hosting, and related services",13841
"53000","Washington","907","        Other information services 3/",21473
"53000","Washington","1000","      Finance and insurance",171694
"53000","Washington","1001","        Monetary Authorities-central bank","(D)"
"53000","Washington","1002","        Credit intermediation and related activities",45873
"53000","Washington","1003","        Securities, commodity contracts, and other financial investments and related activities",62062
"53000","Washington","1004","        Insurance carriers and related activities",57263
"53000","Washington","1005","        Funds, trusts, and other financial vehicles","(D)"
"53000","Washington","1100","      Real estate and rental and leasing",215243
"53000","Washington","1101","        Real estate",200272
"53000","Washington","1102","        Rental and leasing services",14637
"53000","Washington","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",334
"53000","Washington","1200","      Professional, scientific, and technical services",336504
"53000","Washington","1300","      Management of companies and enterprises",49096
"53000","Washington","1400","      Administrative and support and waste management and remediation services",223214
"53000","Washington","1401","        Administrative and support services",206927
"53000","Washington","1402","        Waste management and remediation services",16287
"53000","Washington","1500","      Educational services",83230
"53000","Washington","1600","      Health care and social assistance",484567
"53000","Washington","1601","        Ambulatory health care services",193835
"53000","Washington","1602","        Hospitals",90294
"53000","Washington","1603","        Nursing and residential care facilities",67295
"53000","Washington","1604","        Social assistance",133143
"53000","Washington","1700","      Arts, entertainment, and recreation",110569
"53000","Washington","1701","        Performing arts, spectator sports, and related industries",60831
"53000","Washington","1702","        Museums, historical sites, and similar institutions",3466
"53000","Washington","1703","        Amusement, gambling, and recreation industries",46272
"53000","Washington","1800","      Accommodation and food services",314058
"53000","Washington","1801","        Accommodation",43723
"53000","Washington","1802","        Food services and drinking places",270335
"53000","Washington","1900","      Other services (except government and government enterprises)",229589
"53000","Washington","1901","        Repair and maintenance",44837
"53000","Washington","1902","        Personal and laundry services",79064
"53000","Washington","1903","        Religious, grantmaking, civic, professional, and similar organizations",74653
"53000","Washington","1904","        Private households",31035
"53000","Washington","2000","    Government and government enterprises",656523
"53000","Washington","2001","      Federal civilian",74898
"53000","Washington","2002","      Military",73895
"53000","Washington","2010","      State and local",507730
"53000","Washington","2011","        State government",150408
"53000","Washington","2012","        Local government",357322
"54000","West Virginia","","Employment by place of work",""
"54000","West Virginia","10","Total employment (number of jobs)",903962
"54000","West Virginia","","By type",""
"54000","West Virginia","20","  Wage and salary employment",730802
"54000","West Virginia","40","  Proprietors employment",173160
"54000","West Virginia","50","    Farm proprietors employment",21249
"54000","West Virginia","60","    Nonfarm proprietors employment 2/",151911
"54000","West Virginia","","By industry",""
"54000","West Virginia","70","  Farm employment",22828
"54000","West Virginia","80","  Nonfarm employment",881134
"54000","West Virginia","90","    Private nonfarm employment",728510
"54000","West Virginia","100","      Forestry, fishing, and related activities",3059
"54000","West Virginia","101","        Forestry and logging",1594
"54000","West Virginia","102","        Fishing, hunting and trapping",111
"54000","West Virginia","103","        Support activities for agriculture and forestry",1354
"54000","West Virginia","200","      Mining, quarrying, and oil and gas extraction",32928
"54000","West Virginia","201","        Oil and gas extraction",11494
"54000","West Virginia","202","        Mining (except oil and gas)",15019
"54000","West Virginia","203","        Support activities for mining",6415
"54000","West Virginia","300","      Utilities",5486
"54000","West Virginia","400","      Construction",54208
"54000","West Virginia","401","        Construction of buildings",11712
"54000","West Virginia","402","        Heavy and civil engineering construction",17449
"54000","West Virginia","403","        Specialty trade contractors",25047
"54000","West Virginia","500","      Manufacturing",49955
"54000","West Virginia","510","        Durable goods manufacturing",30507
"54000","West Virginia","511","          Wood product manufacturing",5332
"54000","West Virginia","512","          Nonmetallic mineral product manufacturing",3083
