"NTD ID","Agency Name","Time Period","num_trips","passenger_miles"
"7R04-70183","Scotts Bluff Public Transit","Annual Total",29434,0
"7R04-70192","Loup City","Annual Total",1432,0
"7R04-70193","City of Plainview Handivan","Annual Total",939,0
"7R04-70194","Cambridge Memorial Hospital","Annual Total",2058,0
"7R04-70198","Harlan Co. Public Transit","Annual Total",2361,0
"7R04-70200","Kimball/Banner Extension Service","Annual Total",9305,0
"7R04-70202","Wolf Memorial Good Samaritan Center","Annual Total",2445,0
"7R04-70203","Morrill County Handi Bus","Annual Total",1744,0
"7R04-70205","Fillmore County","Annual Total",5075,0
"7R04-70212","Cedar County Transit","Annual Total",5320,0
"7R04-70214","City of Columbus Transit","Annual Total",9997,0
"7R04-70216","Avera Creighton Hospital","Annual Total",3125,0
"7R04-70220","Avera St.Anthony's Hospital","Annual Total",14212,0
"7R04-70223","Senior Information Center York","Annual Total",8720,0
"7R04-70232","City Of McCook Public Transit","Annual Total",6519,0
"7R04-70233","Wayne Public Transit","Annual Total",8114,0
"7R04-70234","Central City","Annual Total",8237,0
"7R04-70244","City of Benkelman","Annual Total",1601,0
"7R04-70246","Seward County Handibus","Annual Total",10714,0
"7R04-70247","City  of Crawford","Annual Total",3381,0
"7R04-70253","Saunders County Transportation","Annual Total",2150,0
"7R04-70265","City of  Chadron","Annual Total",8798,0
"7R04-70269","Black Hills Stage Lines, Inc.","Annual Total",20128,0
"7R04-77078","Garden County","Annual Total",4321,0
"7R04-77080","Senior Services, Inc.","Annual Total",561,0
"7R04-77081","K&S Express","Annual Total",73,0
"8","Tri-County Metropolitan Transportation District of Oregon","Annual Total",97033281,427106107
"8","Tri-County Metropolitan Transportation District of Oregon","Average Weekday",310328,1366222
"8","Tri-County Metropolitan Transportation District of Oregon","Weekend",329624,1435601
"80001","Utah Transit Authority","Annual Total",44176331,358146681
"80001","Utah Transit Authority","Average Weekday",151901,1261476
"80001","Utah Transit Authority","Weekend",105118,686480
"80002","Su Tran LLC dba: Sioux Area Metro","Annual Total",873536,3934928
"80002","Su Tran LLC dba: Sioux Area Metro","Average Weekday",3170,13622
"80002","Su Tran LLC dba: Sioux Area Metro","Weekend",1256,5482
"80003","City of Fargo","Annual Total",1491682,6155578
"80003","City of Fargo","Average Weekday",5394,21790
"80003","City of Fargo","Weekend",2230,15702
"80004","City of Billings","Annual Total",500980,2197217
"80004","City of Billings","Average Weekday",1852,8081
"80004","City of Billings","Weekend",555,2664
"80005","City of Colorado Springs","Annual Total",3346182,14946219
"80005","City of Colorado Springs","Average Weekday",11255,52260
"80005","City of Colorado Springs","Weekend",8760,29150
"80006","Denver Regional Transportation District","Annual Total",104708480,612310466
"80006","Denver Regional Transportation District","Average Weekday",343460,2010346
"80006","Denver Regional Transportation District","Weekend",313706,1820676
"80007","City of Pueblo","Annual Total",864290,3159566
"80007","City of Pueblo","Average Weekday",2901,10838
"80007","City of Pueblo","Weekend",2022,7613
"80008","Cities Area Transit","Annual Total",316552,1268199
"80008","Cities Area Transit","Average Weekday",1107,4437
"80008","Cities Area Transit","Weekend",653,2341
"80009","Missoula Urban Transportation District","Annual Total",1602344,3376685
"80009","Missoula Urban Transportation District","Average Weekday",6001,12506
"80009","Missoula Urban Transportation District","Weekend",1832,4326
"80010","Greeley, City Of","Annual Total",842132,0
"80011","City of Fort Collins","Annual Total",4444532,13166298
"80011","City of Fort Collins","Average Weekday",15380,45342
"80011","City of Fort Collins","Weekend",9211,26235
"80012","Great Falls Transit District","Annual Total",446324,1325581
"80012","Great Falls Transit District","Average Weekday",1647,4920
"80012","Great Falls Transit District","Weekend",664,1862
"80013","City of Casper","Annual Total",206184,0
"80014","City of Rapid City","Annual Total",453453,0
"80015","Shoshone and Arapaho Tribes DOT","Annual Total",3469,0
"80016","County of Mesa","Annual Total",777384,0
"80017","Southern Ute Indian Tribe","Annual Total",1664,0
"80018","Fort Peck Tribes","Annual Total",48316,0
"80019","Bis-Man Transit Board","Annual Total",228692,0
"80020","The City of Cheyenne","Annual Total",176787,0
"80025","City of Loveland, Colorado","Annual Total",104115,493162
"80025","City of Loveland, Colorado","Average Weekday",375,1710
"80025","City of Loveland, Colorado","Weekend",201,1221
"80026","City of St. George","Annual Total",430887,0
"80028","Cache Valley Transit District","Annual Total",1533185,4986849
"80028","Cache Valley Transit District","Average Weekday",5659,18558
"80028","Cache Valley Transit District","Weekend",1733,4892
"80106","North Front Range Transportation and Air Quality Planning Council","Annual Total",75854,3326548
"80106","North Front Range Transportation and Air Quality Planning Council","Average Weekday",313,13201
"80106","North Front Range Transportation and Air Quality Planning Council","Weekend",12,634
"80107","University of Montana","Annual Total",275084,456558
"80107","University of Montana","Average Weekday",1752,2863
"80107","University of Montana","Weekend",423,937
"80109","Enterprise - Denver","Annual Total",182256,7732123
"80109","Enterprise - Denver","Average Weekday",664,28219
"80109","Enterprise - Denver","Weekend",172,7057
"80110","Fargo Park District","Annual Total",57416,0
"80266","Trenton Indian Service Area Aging Program","Annual Total",2254,0
"80292","Seniors' Resource Center, Inc","Annual Total",125551,0
"80298","Community Coordinated Transportation System","Annual Total",23542,0
"85","Gulkana Village Council","Annual Total",8041,0
"88116","Northern Cheyenne Tribe","Annual Total",3195,0
"88122","Oglala Sioux Tribe","Annual Total",21208,0
"88128","Spirit Lake Tribe","Annual Total",12607,0
"88134","Confederated Salish and Kootenai Tribes","Annual Total",47520,0
"88140","Standing Rock Public Transportation","Annual Total",18748,0
"88146","Turtle Mountain Band of Chippewa Indian","Annual Total",6010,0
"88152","Blackfeet Nation Transit Department","Annual Total",26285,0
"88158","Cheyenne River Sioux Tribe","Annual Total",27953,0
"88164","Chippewa Cree Tribe","Annual Total",12829,0
"88170","Fort Belknap Indian Community","Annual Total",13232,0
"88176","Lower Brule Sioux Tribe","Annual Total",7147,0
"88182","Rosebud Sioux Tribe","Annual Total",103808,0
"88188","Crow Tribe of Indians","Annual Total",10311,0
"88194","Yankton Sioux Tribe","Annual Total",22935,0
"88200","Ute Tribe","Annual Total",4593,0
"8R01-60208","Greyhound Lines, Inc.","Annual Total",19512,0
"8R01-70269","Black Hills Stage Lines, Inc.","Annual Total",8073,0
"8R01-80115","Prowers County","Annual Total",25406,0
"8R01-80118","Wet Mountain Valley Rotary Community Service Inc.","Annual Total",2309,0
"8R01-80119","City of Black Hawk","Annual Total",237777,0
"8R01-80150","Gunnison Valley Transportation Authority","Annual Total",194953,0
"8R01-80155","Eagle County Regional Transportation Authority","Annual Total",1058885,0
"8R01-80159","Mountain Express","Annual Total",690774,0
"8R01-80161","Summit County","Annual Total",1697776,0
"8R01-80162","East Central Council of Local Governments","Annual Total",45312,0
"8R01-80168","Dolores County Senior Services","Annual Total",6234,0
"8R01-80170","Town of Breckenridge","Annual Total",1174127,0
"8R01-80186","Steamboat Springs, City of","Annual Total",1093637,0
"8R01-80189","Southern Colorado Community Action Agency, Inc.","Annual Total",30677,0
"8R01-80201","Montezuma County Public Transportation","Annual Total",12226,0
"8R01-80206","City of Durango","Annual Total",361610,0
"8R01-80221","Northeast Colorado Association of Local Government","Annual Total",133324,0
"8R01-80225","City of La Junta","Annual Total",17784,0
"8R01-80227","Huerfano/Las Animas Council of Governments","Annual Total",29674,0
"8R01-80237","Neighbor to Neighbor Volunteers","Annual Total",13925,0
"8R01-80256","Town of Mountain Village","Annual Total",3094448,0
"8R01-80258","City of Glenwood Springs","Annual Total",169868,0
"8R01-80263","Town of Snowmass Village","Annual Total",531940,0
"8R01-80267","Senior Resource Development Agency, Pueblo, Inc.","Annual Total",22625,0
"8R01-80274","The Canon City Golden Age Council, Inc","Annual Total",9559,0
"8R01-80275","City of Cripple Creek","Annual Total",49974,0
"8R01-80280","Archuleta County Transportation/Mountain Express Transit","Annual Total",10213,0
"8R01-80285","Via Mobility Services","Annual Total",156485,0
"8R01-80289","Roaring Fork Transportation Authority","Annual Total",4969920,0
"8R01-88213","Lake County CO","Annual Total",32475,0
"8R01-88215","Montrose County Seniors","Annual Total",79927,0
"8R01-88225","City of Winter Park","Annual Total",523438,0
"8R01-88226","Town of Telluride","Annual Total",301154,0
"8R01-88228","Town of Avon","Annual Total",424696,0
"8R01-88229","Bent County","Annual Total",44887,0
"8R01-88230","Teller Senior Coalition","Annual Total",6590,0
"8R01-88285","AEX - Alpine Express","Annual Total",8127,0
"8R02-00304","Salt Lake Express","Annual Total",4726,0
"8R02-50274","Jefferson Bus Lines","Annual Total",83190,0
"8R02-80117","Garfield County Council on Aging","Annual Total",1463,0
"8R02-80134","Liberty County Council on Aging","Annual Total",11550,0
"8R02-80135","Carter County","Annual Total",863,0
"8R02-80137","Helena Area Transit Service","Annual Total",86038,0
"8R02-80139","Rosebud Community Hospital","Annual Total",2156,0
"8R02-80142","Ravalli County Council on Aging","Annual Total",11842,0
"8R02-80144","Liberty Place, Inc.","Annual Total",32899,0
"8R02-80164","Sanders County Council on Aging","Annual Total",15921,0
"8R02-80166","Urban Transportation District of Dawson County","Annual Total",16981,0
"8R02-80167","Powder River County","Annual Total",2882,0
"8R02-80169","Toole County","Annual Total",13257,0
"8R02-80172","Lincoln County Transportation Service, Inc.","Annual Total",12659,0
"8R02-80173","Mineral County Pioneer Council, Inc.","Annual Total",1375,0
"8R02-80174","Butte Silver Bow Transit","Annual Total",222728,0
"8R02-80183","Valley County Transit","Annual Total",55062,0
"8R02-80184","Lake County Council on Aging","Annual Total",5668,0
"8R02-80200","Missoula Ravalli Transportation Management Association","Annual Total",32000,0
"8R02-80204","Opportunity Link","Annual Total",18528,0
"8R02-80205","Daniels Memorial Healthcare Foundation","Annual Total",1533,0
"8R02-80220","Flathead Area IX Agency on Aging","Annual Total",99122,0
"8R02-80224","Phillips Transit Authority","Annual Total",25028,0
"8R02-80235","Human Resource Development Council District IX, Inc.","Annual Total",306876,0
"8R02-80236","Fergus County Council on Aging","Annual Total",14976,0
"8R02-80254","Glen-wood, Inc.","Annual Total",32433,0
"8R02-80255","Big Sky Transportation District","Annual Total",188960,0
"8R02-80259","Richland County","Annual Total",31030,0
"8R02-80262","City of Laurel","Annual Total",2085,0
"8R02-80269","West Yellowstone Foundation, Inc.","Annual Total",1273,0
"8R02-88216","City of Dillon","Annual Total",10803,0
"8R02-88217","Fallon County","Annual Total",6905,0
"8R02-88218","Powell County Public Transportation","Annual Total",4332,0
"8R03-50274","Jefferson Bus Lines","Annual Total",2224,0
"8R03-80114","Stark County Council on Aging / Elder Care","Annual Total",35892,0
"8R03-80122","Devils Lake Transit  (Senior Meals & Services)","Annual Total",28587,0
"8R03-80124","James River Senior Citizens Center, Inc.","Annual Total",60141,0
"8R03-80125","South Central Adult Services","Annual Total",105272,0
"8R03-80129","Pembina County Meals and Transportation","Annual Total",6575,0
"8R03-80130","Dickey County Senior Citizens","Annual Total",4715,0
"8R03-80152","Nutrition United","Annual Total",11333,0
"8R03-80160","Williston Council for the Aging","Annual Total",21103,0
"8R03-80196","Kenmare Wheels & Meals","Annual Total",10908,0
"8R03-80228","Kidder-Emmons County Senior Services","Annual Total",6129,0
"8R03-80233","Cavalier County Senior Meals & Services","Annual Total",7183,0
"8R03-80238","West River Transit","Annual Total",33019,0
"8R03-80249","Benson County Transportation","Annual Total",1315,0
"8R03-80250","Nelson County Council On Aging","Annual Total",5738,0
"8R03-80261","Can-Do Transportation","Annual Total",5177,0
"8R03-80268","Southwest Transportation Services","Annual Total",10441,0
"8R03-80270","Golden Valley/Billings County Council On Aging","Annual Total",3295,0
"8R03-80290","Hazen Busing Project","Annual Total",23057,0
"8R03-80296","Walsh County Transportation Program","Annual Total",4649,0
"8R03-80302","Souris Basin Transit","Annual Total",87506,0
"8R03-80303","City of Minot","Annual Total",87361,0
"8R03-88222","Wildrose Public Transportation","Annual Total",2355,0
"8R04-50274","Jefferson Bus Lines","Annual Total",86641,0
"8R04-80112","SESDAC, Inc","Annual Total",59415,0
"8R04-80116","City of Mitchell - Palace Transit","Annual Total",80953,0
"8R04-80126","City of Aberdeen - Aberdeen Ride Line","Annual Total",74834,0
"8R04-80153","People's Transit","Annual Total",87090,0
"8R04-80154","City of Brandon - Brandon City Transit","Annual Total",13272,0
"8R04-80158","City of Dell Rapids - Dell Rapids Transit","Annual Total",6075,0
"8R04-80171","CCTS d/b/a River Cities Transit","Annual Total",300087,0
"8R04-80182","Rural Office of Community Services","Annual Total",110131,0
"8R04-80187","Brookings Area Transit Authority","Annual Total",148208,0
"8R04-80190","East Dakota Transit, Inc.","Annual Total",19073,0
"8R04-80191","Arrow Transit","Annual Total",25187,0
"8R04-80232","Groton Community Transit, Inc.","Annual Total",8771,0
"8R04-80244","Watertown Area Transit","Annual Total",67749,0
"8R04-80253","West River Transit Authority, Inc.","Annual Total",91131,0
"8R04-80271","Yankton Transit, Inc.","Annual Total",112530,0
"8R04-80282","Inter-Lakes Community Action","Annual Total",9198,0
"8R04-80297","Spink County Public Transit","Annual Total",19928,0
"8R04-80300","Community Transit, Inc.","Annual Total",86970,0
"8R04-88220","City of Hartford - Hartford City Transit","Annual Total",1341,0
"8R05-50274","Jefferson Bus Lines","Annual Total",43896,0
"8R05-70269","Black Hills Stage Lines, Inc.","Annual Total",8389,0
"8R05-80120","South Big Horn Senior Citizens, Inc.","Annual Total",8510,0
"8R05-80121","Fremont County Association of Governments","Annual Total",59670,0
"8R05-80140","University of Wyoming","Annual Total",649509,0
"8R05-80151","Buffalo Senior Center Inc","Annual Total",13775,0
"8R05-80163","Campbell County Senior Citizens Association Inc","Annual Total",17363,0
"8R05-80185","Riverton Senior Center","Annual Total",17117,0
"8R05-80188","Southern Teton Area Rapid Transit","Annual Total",1063836,0
"8R05-80193","Senior Citizens Council","Annual Total",38238,0
"8R05-80216","Converse County Aging Services","Annual Total",21411,0
"8R05-80217","Niobrara Senior Center, Inc.","Annual Total",2269,0
"8R05-80218","Sweetwater Transit Authority Resources","Annual Total",40403,0
"8R05-80222","Meeteetse Recreation District","Annual Total",1279,0
"8R05-80223","Lander Senior Citizens Center, Inc.","Annual Total",16653,0
"8R05-80252","Eppson Center for Seniors","Annual Total",13471,0
"8R05-80264","Cody Council on Aging, Inc.","Annual Total",13225,0
"8R05-80265","Southwest Sublette County Pioneers, Inc.","Annual Total",1044,0
"8R05-80277","AllTrans Inc.","Annual Total",2785,0
"8R05-80287","Goshen County Senior Friendship Center","Annual Total",15875,0
"8R05-80288","Weston County Senior Services","Annual Total",50986,0
"8R05-80293","Rehabilitation Enterprises of North Eastern Wyoming (RENEW)","Annual Total",20125,0
"8R05-80294","Star Valley Senior Citizens, Inc","Annual Total",241,0
"8R05-80301","Rendezvous Pointe","Annual Total",2651,0
"8R05-88219","Powell Senior Citizens Ago-Go, Inc.","Annual Total",9057,0
"8R05-88224","Washakie County Senior Citizens Center","Annual Total",8008,0
"8R06-60208","Greyhound Lines, Inc.","Annual Total",5545,0
"8R06-80248","Cedar Area Transportation Service","Annual Total",21166,0
"8R06-80260","Basin Transit Association","Annual Total",45120,0
"8R06-80284","Park City Municipal Corporation","Annual Total",2331398,0
"9","Kalispel Tribe of Indians","Annual Total",10531,0
"90001","Regional Transportation Commission of Washoe County","Annual Total",8016900,38945972
"90001","Regional Transportation Commission of Washoe County","Average Weekday",24924,129003
"90001","Regional Transportation Commission of Washoe County","Weekend",29997,104490
"90002","City and County of Honolulu","Annual Total",65520762,326626490
"90002","City and County of Honolulu","Average Weekday",204268,1023955
"90002","City and County of Honolulu","Weekend",251504,1220917
"90003","San Francisco Bay Area Rapid Transit District","Annual Total",129044343,1789223155
"90003","San Francisco Bay Area Rapid Transit District","Average Weekday",447776,6224248
"90003","San Francisco Bay Area Rapid Transit District","Weekend",322633,4168119
"90004","Golden Empire Transit District","Annual Total",6435284,22346155
"90004","Golden Empire Transit District","Average Weekday",20862,73072
"90004","Golden Empire Transit District","Weekend",20771,69232
"90005","Navajo Nation","Annual Total",129000,0
"90006","Santa Cruz Metropolitan Transit District","Annual Total",5120721,30361339
"90006","Santa Cruz Metropolitan Transit District","Average Weekday",16969,98294
"90006","Santa Cruz Metropolitan Transit District","Weekend",15660,102166
"90007","City of Modesto","Annual Total",2686938,9825835
"90007","City of Modesto","Average Weekday",9179,34174
"90007","City of Modesto","Weekend",6563,22333
"90008","City of Santa Monica","Annual Total",13208810,49242239
"90008","City of Santa Monica","Average Weekday",44164,164122
"90008","City of Santa Monica","Weekend",35671,135318
"90009","San Mateo County Transit District","Annual Total",11819988,51053970
"90009","San Mateo County Transit District","Average Weekday",38483,157416
"90009","San Mateo County Transit District","Weekend",34865,171804
"90010","City of Torrance","Annual Total",3776087,18563027
"90010","City of Torrance","Average Weekday",12287,60216
"90010","City of Torrance","Weekend",10588,52406
"90011","Reno-Sparks Indian Colony","Annual Total",12887,0
"90012","San Joaquin Regional Transit District","Annual Total",3403527,18870087
"90012","San Joaquin Regional Transit District","Average Weekday",11996,69411
"90012","San Joaquin Regional Transit District","Weekend",6072,19178
"90013","Santa Clara Valley Transportation Authority","Annual Total",37511168,191785839
"90013","Santa Clara Valley Transportation Authority","Average Weekday",121658,620173
"90013","Santa Clara Valley Transportation Authority","Weekend",116905,581893
"90014","Alameda-Contra Costa Transit District","Annual Total",52789850,207299071
"90014","Alameda-Contra Costa Transit District","Average Weekday",172559,691936
"90014","Alameda-Contra Costa Transit District","Weekend",164664,580681
"90015","City and County of San Francisco","Annual Total",225056242,445233922
"90015","City and County of San Francisco","Average Weekday",713379,1418752
"90015","City and County of San Francisco","Weekend",803408,1555332
"90016","Golden Gate Bridge, Highway and Transportation District","Annual Total",5774981,86431958
"90016","Golden Gate Bridge, Highway and Transportation District","Average Weekday",19608,305964
"90016","Golden Gate Bridge, Highway and Transportation District","Weekend",15123,173410
"90017","City of Santa Rosa","Annual Total",1811688,7229615
"90017","City of Santa Rosa","Average Weekday",6365,25612
"90017","City of Santa Rosa","Weekend",4069,15326
"90019","Sacramento Regional Transit District","Annual Total",20890308,103512084
"90019","Sacramento Regional Transit District","Average Weekday",73382,364717
"90019","Sacramento Regional Transit District","Weekend",41888,202260
"90020","Santa Barbara Metropolitan Transit District","Annual Total",6288980,25748791
"90020","Santa Barbara Metropolitan Transit District","Average Weekday",20860,94062
"90020","Santa Barbara Metropolitan Transit District","Weekend",19034,37554
"90022","City of Norwalk","Annual Total",1483412,6208325
"90022","City of Norwalk","Average Weekday",5409,22662
"90022","City of Norwalk","Weekend",2148,8861
"90023","Long Beach Transit","Annual Total",23820716,74007157
"90023","Long Beach Transit","Average Weekday",74894,231968
"90023","Long Beach Transit","Weekend",88104,276853
"90024","City of La Mirada","Annual Total",42407,120636
"90024","City of La Mirada","Average Weekday",158,454
"90024","City of La Mirada","Weekend",41,94
"90026","San Diego Metropolitan Transit System","Annual Total",85429212,413586178
"90026","San Diego Metropolitan Transit System","Average Weekday",275045,1332612
"90026","San Diego Metropolitan Transit System","Weekend",284384,1371523
"90027","City of Fresno","Annual Total",9963828,27423127
"90027","City of Fresno","Average Weekday",32203,88873
"90027","City of Fresno","Weekend",28647,82788
"90029","Omnitrans","Annual Total",11210246,62431233
"90029","Omnitrans","Average Weekday",36693,206669
"90029","Omnitrans","Weekend",31964,167890
"90030","North County Transit District","Annual Total",10662534,89747700
"90030","North County Transit District","Average Weekday",35121,295579
"90030","North County Transit District","Weekend",32151,281778
"90031","Riverside Transit Agency","Annual Total",8583410,70495220
"90031","Riverside Transit Agency","Average Weekday",28276,232518
"90031","Riverside Transit Agency","Weekend",24619,198938
"90032","City of Phoenix Public Transit Department","Annual Total",37790659,135945111
"90032","City of Phoenix Public Transit Department","Average Weekday",127043,460572
"90032","City of Phoenix Public Transit Department","Weekend",104990,361337
"90033","City of Tucson","Annual Total",16662548,79851668
"90033","City of Tucson","Average Weekday",56032,274351
"90033","City of Tucson","Weekend",44191,186509
"90034","City of Glendale","Annual Total",172593,517775
"90034","City of Glendale","Average Weekday",584,1734
"90034","City of Glendale","Weekend",488,1366
"90035","Gold Coast Transit","Annual Total",3588390,15252747
"90035","Gold Coast Transit","Average Weekday",11253,47572
"90035","Gold Coast Transit","Weekend",13688,60348
"90036","Orange County Transportation Authority","Annual Total",42201857,214680839
"90036","Orange County Transportation Authority","Average Weekday",136739,686037
"90036","Orange County Transportation Authority","Weekend",137419,654073
"90039","City of Culver City","Annual Total",4872865,16121308
"90039","City of Culver City","Average Weekday",16318,54210
"90039","City of Culver City","Weekend",13205,42604
"90041","City of Montebello","Annual Total",5776558,20677874
"90041","City of Montebello","Average Weekday",18748,67843
"90041","City of Montebello","Weekend",17059,59252
"90042","City of Gardena","Annual Total",3110354,11356330
"90042","City of Gardena","Average Weekday",10759,38738
"90042","City of Gardena","Weekend",6988,28277
"90043","City of Commerce","Annual Total",509584,2185328
"90043","City of Commerce","Average Weekday",1726,7385
"90043","City of Commerce","Weekend",1270,5552
"90044","City of Arcadia","Annual Total",79809,0
"90045","Regional Transportation Commission of Southern Nevada","Annual Total",65765918,258916863
"90045","Regional Transportation Commission of Southern Nevada","Average Weekday",194614,775413
"90045","Regional Transportation Commission of Southern Nevada","Weekend",291701,1128078
"90050","City of Simi Valley","Annual Total",305322,0
"90052","City of Corona","Annual Total",188061,0
"90061","Yuba-Sutter Transit Authority","Annual Total",1022636,8093041
"90061","Yuba-Sutter Transit Authority","Average Weekday",3693,31331
"90061","Yuba-Sutter Transit Authority","Weekend",1441,4363
"90062","Monterey-Salinas Transit","Annual Total",4595165,30018345
"90062","Monterey-Salinas Transit","Average Weekday",14163,92510
"90062","Monterey-Salinas Transit","Weekend",17971,119395
"90078","Central Contra Costa Transit Authority","Annual Total",3564333,17138216
"90078","Central Contra Costa Transit Authority","Average Weekday",12865,63083
"90078","Central Contra Costa Transit Authority","Weekend",5411,20119
"90079","SunLine Transit Agency","Annual Total",4122539,41488577
"90079","SunLine Transit Agency","Average Weekday",13042,132558
"90079","SunLine Transit Agency","Weekend",14922,145503
"90086","City of Riverside","Annual Total",153559,1171169
"90086","City of Riverside","Average Weekday",556,4312
"90086","City of Riverside","Weekend",198,1194
"90087","City of Santa Maria","Annual Total",711774,2825787
"90087","City of Santa Maria","Average Weekday",2588,10375
"90087","City of Santa Maria","Weekend",1207,4328
"90088","Napa Valley Transportation Authority","Annual Total",1099777,10288338
"90088","Napa Valley Transportation Authority","Average Weekday",3817,33393
"90088","Napa Valley Transportation Authority","Weekend",2530,18359
"90089","County of Sonoma","Annual Total",975755,8353546
"90089","County of Sonoma","Average Weekday",3522,28022
"90089","County of Sonoma","Weekend",2107,28485
"90090","Yolo County Transportation District","Annual Total",1289584,13767940
"90090","Yolo County Transportation District","Average Weekday",4124,43022
"90090","Yolo County Transportation District","Weekend",4145,49568
"90091","City of Visalia","Annual Total",1476093,10077280
"90091","City of Visalia","Average Weekday",5007,31938
"90091","City of Visalia","Weekend",3943,22455
"90092","City of Fairfield, California","Annual Total",989282,9025362
"90092","City of Fairfield, California","Average Weekday",3716,34423
"90092","City of Fairfield, California","Weekend",857,5666
"90093","Redding Area Bus Authority","Annual Total",718421,5248609
"90093","Redding Area Bus Authority","Average Weekday",2566,19976
"90093","Redding Area Bus Authority","Weekend",1232,8017
"90095","San Diego Association of Governments","Annual Total",1740540,85605989
"90095","San Diego Association of Governments","Average Weekday",6907,339706
"90119","City of Laguna Beach","Annual Total",841985,1871078
"90119","City of Laguna Beach","Average Weekday",1856,4232
"90119","City of Laguna Beach","Weekend",6778,14446
"90121","Antelope Valley Transit Authority","Annual Total",2489027,29394057
"90121","Antelope Valley Transit Authority","Average Weekday",8514,107308
"90121","Antelope Valley Transit Authority","Weekend",6208,40662
"90131","City of Scottsdale","Annual Total",798280,765303
"90131","City of Scottsdale","Average Weekday",2515,2566
"90131","City of Scottsdale","Weekend",3035,3415
"90134","Peninsula Corridor Joint Powers Board","Annual Total",19088504,411267970
"90134","Peninsula Corridor Joint Powers Board","Average Weekday",66311,1408170
"90134","Peninsula Corridor Joint Powers Board","Weekend",31767,771298
"90136","Regional Public Transportation Authority","Annual Total",16277324,112567167
"90136","Regional Public Transportation Authority","Average Weekday",53343,377162
"90136","Regional Public Transportation Authority","Weekend",42616,218475
"90140","City of Peoria","Annual Total",20823,97606
"90140","City of Peoria","Average Weekday",83,403
"90142","University of California, Davis","Annual Total",4021956,8674173
"90142","University of California, Davis","Average Weekday",15625,33195
"90142","University of California, Davis","Weekend",3123,8913
"90144","Livermore / Amador Valley Transit Authority","Annual Total",1695874,7935192
"90144","Livermore / Amador Valley Transit Authority","Average Weekday",6040,27987
"90144","Livermore / Amador Valley Transit Authority","Weekend",3140,15865
"90146","Foothill Transit","Annual Total",12543650,95300385
"90146","Foothill Transit","Average Weekday",42099,305991
"90146","Foothill Transit","Weekend",33973,320695
"90147","City of Los Angeles","Annual Total",18394160,55014137
"90147","City of Los Angeles","Average Weekday",60906,185626
"90147","City of Los Angeles","Weekend",47521,86522
"90148","Victor Valley Transit Authority","Annual Total",2305976,44020329
"90148","Victor Valley Transit Authority","Average Weekday",8066,162394
"90148","Victor Valley Transit Authority","Weekend",4889,52115
"90149","City of Lompoc","Annual Total",172588,0
"90151","Southern California Regional Rail Authority","Annual Total",14190870,438553704
"90151","Southern California Regional Rail Authority","Average Weekday",50744,1460044
"90151","Southern California Regional Rail Authority","Weekend",23657,1230184
"90154","Los Angeles County Metropolitan Transportation Authority","Annual Total",394361657,2014910655
"90154","Los Angeles County Metropolitan Transportation Authority","Average Weekday",1252140,6452599
"90154","Los Angeles County Metropolitan Transportation Authority","Weekend",1381721,6703151
"90155","City of Vacaville","Annual Total",420781,0
"90156","City of San Luis Obispo","Annual Total",945288,2939693
"90156","City of San Luis Obispo","Average Weekday",3298,10883
"90156","City of San Luis Obispo","Weekend",1977,6326
"90157","Access Services","Annual Total",4383256,57420402
"90157","Access Services","Average Weekday",7313,84487
"90157","Access Services","Weekend",5983,72686
"90159","Western Contra Costa Transit Authority","Annual Total",1207792,14754297
"90159","Western Contra Costa Transit Authority","Average Weekday",4593,57115
"90159","Western Contra Costa Transit Authority","Weekend",1017,7763
"90161","City of Union City","Annual Total",295745,0
"90162","The Eastern Contra Costa Transit Authority","Annual Total",2358027,16587903
"90162","The Eastern Contra Costa Transit Authority","Average Weekday",8355,58174
"90162","The Eastern Contra Costa Transit Authority","Weekend",4729,35035
"90163","City of Camarillo","Annual Total",172192,0
"90164","Ventura County Transportation Commission","Annual Total",723512,13955967
"90164","Ventura County Transportation Commission","Average Weekday",2548,50579
"90164","Ventura County Transportation Commission","Weekend",1452,23200
"90165","City of Thousand Oaks","Annual Total",249840,0
"90167","City of Davis","Annual Total",18197,0
"90168","City of Roseville","Annual Total",350645,0
"90171","City of Santa Clarita","Annual Total",2775323,21115775
"90171","City of Santa Clarita","Average Weekday",9448,74683
"90171","City of Santa Clarita","Weekend",6910,39324
"90173","Transit Joint Powers Authority for Merced County","Annual Total",884503,5504939
"90173","Transit Joint Powers Authority for Merced County","Average Weekday",3178,19377
"90173","Transit Joint Powers Authority for Merced County","Weekend",1543,10165
"90175","City of Lodi","Annual Total",301666,0
"90182","Altamont Corridor Express","Annual Total",1398954,61400684
"90182","Altamont Corridor Express","Average Weekday",5529,242690
"90191","Town of Oro Valley","Annual Total",49474,0
"90194","City of Atascadero","Annual Total",12826,0
"90196","County of Placer","Annual Total",785348,7864145
"90196","County of Placer","Average Weekday",2552,27435
"90196","County of Placer","Weekend",2663,18471
"90197","City of Tracy","Annual Total",167702,0
"90198","City of Porterville","Annual Total",648649,0
"90199","City of Madera","Annual Total",143788,0
"90200","Kings County Area Public Transit Agency","Annual Total",719223,4550413
"90200","Kings County Area Public Transit Agency","Average Weekday",2624,16926
"90200","Kings County Area Public Transit Agency","Weekend",1117,5591
"90201","City of Turlock","Annual Total",156197,566211
